Address,Address (AllAddressesCombined),Bldg Name,Bldg Name (AllAddressesCombined),Bldg No.,Bldg No. (AllAddressesCombined),City,City (AllAddressesCombined),Code,Code (AllAddressesCombined),GIS Comments,State,State (AllAddressesCombined),Zip,Zip (AllAddressesCombined),eFacTS Lat DD,eFacTS Lon DD,LatDiff,Latitude,LongDiff,Longitude,Number of Records,TotalDiff
751 WOODLAND AVENUE,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.008638,38.031175,-0.000547,-84.500778,1,-0.008091
753 WOODLAND AVE,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.008627,38.031164,-0.000533,-84.500792,1,-0.008094
758 HIlltop Ave,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.009626,38.032163,0.001266,-84.502591,1,-0.010892
759 WOODLAND AVE,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.008596,38.031133,-0.000491,-84.500834,1,-0.008105
760 Woodland Ave,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.00851,38.031047,-0.000429,-84.500896,1,-0.008081
764 WOODLAND AVE,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.008497,38.031034,-0.000412,-84.500913,1,-0.008085
768 WOODLAND AVENUE,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.008484,38.031021,-0.000394,-84.500931,1,-0.00809
789 S LIMESTONE ST,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.010931,38.033468,0.007814,-84.509139,1,-0.018745
819 S LIMESTONE,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.010107,38.032644,0.008158,-84.509483,1,-0.018265
819 SOUTH LIMESTONE STREET,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.010107,38.032644,0.008158,-84.509483,1,-0.018265
823 Press Avenue,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.010631,38.033168,0.011184,-84.512509,1,-0.021815
853 WEST HIGH ST,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.028326,38.050863,0.007176,-84.508501,1,-0.035502
900 ROSE ST,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.009516,38.032053,0.006583,-84.507908,1,-0.016099
905 SOUTH LIMESTONE ST,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.009579,38.032116,0.007986,-84.509311,1,-0.017565
905 SOUTH LIMESTONE STREET,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.009579,38.032116,0.007986,-84.509311,1,-0.017565
973 Beasley St #130,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.019019,38.041556,-0.050549,-84.450776,1,0.03153
1051 RED MILE RD,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.016895,38.039432,0.020762,-84.522087,1,-0.037657
1103 CRESCENT AVENUE,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.008373,38.03091,0.013608,-84.514933,1,-0.021981
1176 APPIAN WAY CROSSING,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,0.046491,37.976046,-0.010441,-84.490884,1,0.056932
1181 MIDWAY RD,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,0.817534,37.205003,4.147466,-88.648791,1,-3.329932
1200 RED MILE RD,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.020627,38.043164,0.018071,-84.519396,1,-0.038698
1337 Royality Ct.,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.009043,38.03158,0.017485,-84.51881,1,-0.026528
1375 SOUTH BROADWAY,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.012153,38.03469,0.023495,-84.52482,1,-0.035648
1401 Audubon Avenue,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.004569,38.027106,0.011281,-84.512606,1,-0.01585
1401 Nicholasville Rd,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.004603,38.02714,0.010111,-84.511436,1,-0.014714
1513 SOUTH LIMESTONE ST,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.005615,38.028152,0.009356,-84.510681,1,-0.014971
1625 NICHOLASVILLE ROAD,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,0.001144,38.021393,0.012316,-84.513641,1,-0.011172
1875 NEWTOWN PIKE,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.072683,38.09522,-0.014663,-84.486662,1,-0.05802
2015 VERSAILLES RD,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.025485,38.048022,0.03813,-84.539455,1,-0.063615
2332 EQUINE CAMPUS RD,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.089023,38.11156,-0.012325,-84.489,1,-0.076698
2810 NEWTOWN PIKE,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.095721,38.118258,-0.020063,-84.481262,1,-0.075658
3414 Iron Works Pike,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.10932,38.131857,0.003602,-84.504927,1,-0.112922
3421 Emmert Farm Ln,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,0.044883,37.977654,0.032723,-84.534048,1,0.01216
ADMINISTRATION DR,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.016353,38.03889,0.003964,-84.505289,1,-0.020317
ALUMNI DR,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,0.020206,38.002331,-0.020903,-84.480422,1,0.041109
Alumni Drive @ University Drive,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,0.000715,38.021822,0.008132,-84.509457,1,-0.007417
ALUMNI DRIVE,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,0.020206,38.002331,-0.020903,-84.480422,1,0.041109
American Avenue/Man O War Place,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.010172,38.032709,0.018214,-84.519539,1,-0.028386
AVE OF CHAMPIONS,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.017025,38.039562,0.000399,-84.501724,1,-0.017424
AVENUE OF CHAMPIONS,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.017025,38.039562,0.000399,-84.501724,1,-0.017424
AYLESFORD PLACE,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.013485,38.036022,-0.011884,-84.489441,1,-0.001601
BOLIVAR ST,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.020353,38.04289,0.005081,-84.506406,1,-0.025434
BOLIVAR STREET,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.020353,38.04289,0.005081,-84.506406,1,-0.025434
CAMPUS DR,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.019173,38.04171,0.000566,-84.501891,1,-0.019739
CAMPUS DRIVE,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.019173,38.04171,0.000566,-84.501891,1,-0.019739
CAMPUS PARKING LOT,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.018047,38.040584,0.002391,-84.503716,1,-0.020438
CHARLOTTE NC AIRPORT,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.018047,38.040584,0.002391,-84.503716,1,-0.020438
CHRYSALIS COURT,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.021216,38.043753,-0.002204,-84.499121,1,-0.019012
CHRYSALIS CT,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.021216,38.043753,-0.002204,-84.499121,1,-0.019012
Citation Blvd,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.069358,38.091895,0.000281,-84.501606,1,-0.069639
CLAY AVE,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,0.197045,37.825492,-0.15362,-84.347705,1,0.350665
COLDSTREAM PARK,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.074414,38.096951,-0.012867,-84.488458,1,-0.061547
COLLEGE VIEW,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.01659,38.039127,-0.002331,-84.498994,1,-0.014259
COLUMBIA AVE,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.010125,38.032662,-0.002017,-84.499308,1,-0.008108
COLUMBIA AVENUE,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.010125,38.032662,-0.002017,-84.499308,1,-0.008108
COLUMBIA TER,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.013074,38.035611,0.000458,-84.501783,1,-0.013532
COLUMBIA TERR,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.013074,38.035611,0.000458,-84.501783,1,-0.013532
COMPLEX DR,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.006294,38.028831,0.00216,-84.503485,1,-0.008454
COMPLEX DRIVE,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.006294,38.028831,0.00216,-84.503485,1,-0.008454
COMPLEX MALL AREA,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.018047,38.040584,0.002391,-84.503716,1,-0.020438
COOPER DR,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,0.000626,38.021911,-0.007902,-84.493423,1,0.008528
COOPER DRIVE @ SPORTS CENTER,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.003031,38.025568,0.000362,-84.501687,1,-0.003393
COOPER DRIVE,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,0.000626,38.021911,-0.007902,-84.493423,1,0.008528
Cooperstown Bldg,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.006033,38.02857,-0.001789,-84.499536,1,-0.004244
COUMBIA TER,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.013074,38.035611,0.000458,-84.501783,1,-0.013532
CYBER CRIME,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.018047,38.040584,0.002391,-84.503716,1,-0.020438
EAST MAXWELL ST,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.016934,38.039471,-0.004479,-84.496846,1,-0.012455
East Maxwell St/Haggerman,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.018047,38.040584,0.002391,-84.503716,1,-0.020438
EAST MAXWELL STREET,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.016934,38.039471,-0.004479,-84.496846,1,-0.012455
ELM TREE LN & 3RD ST,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.023909,38.046446,-0.012179,-84.489146,1,-0.01173
EUCLID AVE,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.009355,38.031892,-0.008207,-84.493118,1,-0.001148
EUCLID AVENUE,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.009355,38.031892,-0.008207,-84.493118,1,-0.001148
EXPORT ST,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.013594,38.036131,0.013776,-84.515101,1,-0.02737
EXPORT STREET,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.013594,38.036131,0.013776,-84.515101,1,-0.02737
FARM RD,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.00215,38.024687,0.005731,-84.507056,1,-0.007881
FARM ROAD,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.00215,38.024687,0.005731,-84.507056,1,-0.007881
FIREBROOK BLVD,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,0.029335,37.993202,0.093123,-84.594448,1,-0.063788
FOREMAN AVE,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.017798,38.040335,0.009718,-84.511043,1,-0.027516
GROSVENOR AVENUE,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.017231,38.039768,-0.005818,-84.495507,1,-0.011413
Haggin Field,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.018047,38.040584,0.002391,-84.503716,1,-0.020438
Hamilton House,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.019727,38.042264,0.000912,-84.502237,1,-0.020639
HIGH STREET,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.027716,38.050253,0.007631,-84.508956,1,-0.035347
HILLTOP AVE,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.009634,38.032171,0.001251,-84.502576,1,-0.010885
HILLTOP AVENUE,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.009634,38.032171,0.001251,-84.502576,1,-0.010885
HOSPITAL DR,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.009063,38.0316,0.006889,-84.508214,1,-0.015952
HOSPITAL DRIVE,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.009063,38.0316,0.006889,-84.508214,1,-0.015952
HUGUELET DR,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.010601,38.033138,0.004498,-84.505823,1,-0.015099
HUGUELET DRIVE,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.010601,38.033138,0.004498,-84.505823,1,-0.015099
JERSEY ST,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.020221,38.042758,0.001877,-84.503202,1,-0.022098
JERSEY STREET,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.020221,38.042758,0.001877,-84.503202,1,-0.022098
Jersey Street Lot,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.018047,38.040584,0.002391,-84.503716,1,-0.020438
KALMIA AVENUE,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.017721,38.040258,-0.005041,-84.496284,1,-0.01268
Keeneland Hall,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.019179,38.041716,0.000369,-84.501694,1,-0.019548
KENTUCKY CT,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.010279,38.032816,-0.004636,-84.496689,1,-0.005643
Lexington Ave/Ave of Champions,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.016907,38.039444,0.000193,-84.501518,1,-0.0171
LEXINGTON AVENUE,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.01895,38.041487,-0.002219,-84.499106,1,-0.016731
LIBRARY DRIVE,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.01356,38.036097,0.002891,-84.504216,1,-0.016451
LINDEN WALK,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.014556,38.037093,-0.002359,-84.498966,1,-0.012197
LINDENWALK,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.014556,38.037093,-0.002359,-84.498966,1,-0.012197
MAIN STREET,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.033379,38.055916,0.007134,-84.508459,1,-0.040513
MANCHESTER ST,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.032201,38.054738,0.012956,-84.514281,1,-0.045157
MARTIN LUTHER KING BLVD,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.018109,38.040646,0.00044,-84.501765,1,-0.018549
MATTHEWS GARDEN,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.013289,38.035826,0.006198,-84.507523,1,-0.019487
MAXWELL STREET,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.024615,38.047152,0.004181,-84.505506,1,-0.028796
MCGRATHIANA PARKWAY,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.072682,38.095219,-0.007977,-84.493348,1,-0.064705
MCGRATHIANA PKWY,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.072682,38.095219,-0.007977,-84.493348,1,-0.064705
MONTMULLIN ST,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.015835,38.038372,0.00582,-84.507145,1,-0.021655
Newtown Pike,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.139727,38.162264,-0.012014,-84.489311,1,-0.127713
NICHOLASVILLE ROAD,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,0.029144,37.993393,0.021336,-84.522661,1,0.007808
On Campus,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.018047,38.040584,0.002391,-84.503716,1,-0.020438
Parking Garage #5,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.018047,38.040584,0.002391,-84.503716,1,-0.020438
PATTERSON DR & ROSE ST,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.014293,38.03683,-0.000132,-84.501193,1,-0.014161
PATTERSON DR,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.015605,38.038142,0.001733,-84.503058,1,-0.017338
Patterson Hall,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.018976,38.041513,0.000777,-84.502102,1,-0.019753
PENMOKEN PARK,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,0.005239,38.017298,0.017945,-84.51927,1,-0.012706
PINE ST / JERSEY ST,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.020221,38.042758,0.001877,-84.503202,1,-0.022098
PINE ST / S LIMESTONE ST,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.015184,38.037721,0.005931,-84.507256,1,-0.021115
PINE ST,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.02441,38.046947,0.00584,-84.507165,1,-0.03025
PINE STREET/JERSEY STREET,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.020221,38.042758,0.001877,-84.503202,1,-0.022098
RESIDENCE HALL,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.012211,38.034748,-0.002224,-84.499101,1,-0.009987
Resident Hall,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.012211,38.034748,-0.002224,-84.499101,1,-0.009987
ROSE LANE,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.012681,38.035218,-0.002324,-84.499001,1,-0.010357
ROSE LN,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.012681,38.035218,-0.002324,-84.499001,1,-0.010357
ROSE ST / E MAXWELL ST,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.016934,38.039471,-0.004479,-84.496846,1,-0.012455
ROSE ST & COLLEGE VIEW,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.016161,38.038698,-0.002802,-84.498523,1,-0.013359
ROSE ST,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.014624,38.037161,-0.000583,-84.500742,1,-0.014041
ROSE ST SERVICE RD,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.018047,38.040584,0.002391,-84.503716,1,-0.020438
ROSE STREET,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.014624,38.037161,-0.000583,-84.500742,1,-0.014041
S Limestone @ Waller Ave,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.005564,38.028101,0.009353,-84.510678,1,-0.014917
SCOTT ST,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.017326,38.039863,0.005821,-84.507146,1,-0.023147
SCOTT ST PARKING LOT,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.018047,38.040584,0.002391,-84.503716,1,-0.020438
SCOTT STREET,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.017326,38.039863,0.005821,-84.507146,1,-0.023147
Scovell Hall,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.012436,38.034973,0.005906,-84.507231,1,-0.018342
SHAWNEETOWN DR,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,0.003848,38.018689,0.008892,-84.510217,1,-0.005044
Slone Research Bldg,1500 College Way,,Hope Lodge (American Cancer Society),,,Lexington,Lexington,,,,KY,KY,,40502,38.022537,-84.501325,-0.012834,38.035371,0.00504,-84.506365,1,-0.017874
