Address,Address (AllAddressesCombined),Bldg Name,Bldg Name (AllAddressesCombined),Bldg No.,Bldg No. (AllAddressesCombined),City,City (AllAddressesCombined),Code,Code (AllAddressesCombined),GIS Comments,State,State (AllAddressesCombined),Zip,Zip (AllAddressesCombined),eFacTS Lat DD,eFacTS Lon DD,LatDiff,Latitude,LongDiff,Longitude,Number of Records,TotalDiff
SPORTS CENTER DR & COOPER DR,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.016812,38.025568,0.004207,-84.501687,1,0.012605
STATE ST & S LIMESTONE ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.012419,38.029961,0.012545,-84.510025,1,-0.000126
TATES CREEK RD & MONTCLAIR DR,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.022812,38.019568,-0.003156,-84.494324,1,0.025968
TATES CREEK RD & OLD MT. TABOR,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.034163,38.008217,-0.001478,-84.496002,1,0.035641
TATES CREEK ROAD & COOPER DRIVE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.020714,38.021666,-0.004632,-84.492848,1,0.025346
TRANSCRIPT AVE & PRESS AVE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.010109,38.032271,0.015019,-84.512499,1,-0.00491
UNIVERISTY DR & COOPER DR,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.016039,38.026341,0.008508,-84.505988,1,0.007531
University Ave & South Limestone,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.01334,38.02904,0.012878,-84.510358,1,0.000462
UNIVERSITY DR & FARM RD,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.017693,38.024687,0.009576,-84.507056,1,0.008117
UNIVERSITY DR & HOSPITAL DR,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.013821,38.028559,0.007845,-84.505325,1,0.005976
University Dr &b Huguelet Dr,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.010958,38.031422,0.006379,-84.503859,1,0.004579
VETERANS DR & COOPER DR,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.020469,38.021911,-0.004057,-84.493423,1,0.024526
VETERANS DR & HOSPITAL DR,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.013614,38.028766,0.008887,-84.506367,1,0.004727
VIRGINIA AVE & EXPORT ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.005436,38.036944,0.016203,-84.513683,1,-0.010767
WALLER AVE & ELIZABETH ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.013721,38.028659,0.01571,-84.51319,1,-0.001989
WARREN CT & ELKINS ALLEY,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.000825,38.043205,0.002244,-84.499724,1,-0.003069
West High St & South Upper,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.003582,38.045962,0.002197,-84.499677,1,-0.005779
WEST MAXWELL ST & MACKS ALLEY,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.002255,38.044635,0.005197,-84.502677,1,-0.007452
WEST MAXWELL ST & SOUTH LIMESTONE ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.001016,38.043396,0.003799,-84.501279,1,-0.004815
WINNIE ST & PRALL ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.004144,38.038236,0.012197,-84.509677,1,-0.008053
WINSLOW ST & JERSEY ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.00041,38.04197,0.006861,-84.504341,1,-0.006451
Winslow St and South Upper,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.000018,38.042398,0.00733,-84.50481,1,-0.007348
Winslow Street & South Upper Street,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.000018,38.042398,0.00733,-84.50481,1,-0.007348
WOODLAND AVE & HILLTOP AVE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.011474,38.030906,0.003632,-84.501112,1,0.007842
Woodland Ave and Cooperstown,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.010339,38.032041,0.00206,-84.49954,1,0.008279
Woodland Ave and Hilltop Ave,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.011474,38.030906,0.003632,-84.501112,1,0.007842
YOUNT LN & SPINDLETOP WAY,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.085724,38.128104,0.003167,-84.500647,1,-0.088891
94 DONOVAN DRIVE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.008974,38.033406,0.007457,-84.504937,1,0.001517
101 PINE ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.00028,38.04266,0.004802,-84.502282,1,-0.005082
101 PROSPEROUS PL,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.04135,38.00103,-0.052563,-84.444917,1,0.093913
101 TRANSCRIPT AVE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.010821,38.031559,0.012018,-84.509498,1,-0.001197
105 LIBRARY DRIVE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.006283,38.036097,0.006736,-84.504216,1,-0.000453
108 AVENUE OF CHAMPIONS,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.001029,38.041351,0.006222,-84.503702,1,-0.005193
108 PATTERSON DRIVE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.004238,38.038142,0.005578,-84.503058,1,-0.00134
114 UNIVERSITY AVE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.013404,38.028976,0.013919,-84.511399,1,-0.000515
118 WESTWOOD DR,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.017298,38.025082,0.016489,-84.513969,1,0.000809
120 STATE ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.012345,38.030035,0.01419,-84.51167,1,-0.001845
120 WEST MAXWELL ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.001385,38.043765,0.004504,-84.501984,1,-0.005889
121 WESTWOOD DR,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.016593,38.025787,0.016507,-84.513987,1,0.000086
123 W MAIN ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.004474,38.046854,-0.000361,-84.497119,1,-0.004113
124 Campus Dr,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.000393,38.041987,0.004879,-84.502359,1,-0.004486
124 WALLER AVENUE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.01416,38.02822,0.015008,-84.512488,1,-0.000848
125 Waller Avenue,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.013621,38.028759,0.014864,-84.512344,1,-0.001243
126 Westwood Drive,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.017079,38.025301,0.01716,-84.51464,1,-0.000081
128 COLFAX STREET,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.003331,38.039049,0.010547,-84.508027,1,-0.007216
133 VIRGINIA AVE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.007231,38.035149,0.011994,-84.509474,1,-0.004763
138 FUNKHOUSER DR,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.006982,38.035398,0.007251,-84.504731,1,-0.000269
140 ADMINISTRATION DR,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.00349,38.03889,0.007809,-84.505289,1,-0.004319
140 GAZETTE AVE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.009893,38.032487,0.013303,-84.510783,1,-0.00341
142 STATE STREET,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.011933,38.030447,0.014826,-84.512306,1,-0.002893
143 OLDHAM AVENUE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.00927,38.03311,-0.003001,-84.494479,1,0.012271
144 State Street,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.012171,38.030209,0.014976,-84.512456,1,-0.002805
160 BONNIE BRAE DRIVE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.006114,38.036266,0.012874,-84.510354,1,-0.00676
167 COLFAX ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.002674,38.039706,0.011648,-84.509128,1,-0.008974
175 LIBRARY DR,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.006283,38.036097,0.006736,-84.504216,1,-0.000453
175 LIBRARY DRIVE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.006283,38.036097,0.006736,-84.504216,1,-0.000453
179 Funkhouser Dr,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.006982,38.035398,0.007251,-84.504731,1,-0.000269
180 EAST MAXWELL STREET,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.00099,38.04139,0.002152,-84.499632,1,-0.001162
182 FOREST PARK,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.015215,38.027165,0.015393,-84.512873,1,-0.000178
200 EAST MAXWELL ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.001224,38.041156,0.00179,-84.49927,1,-0.000566
200 University Avenue,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.013029,38.029351,0.015609,-84.513089,1,-0.00258
200 WALLER AVE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.013991,38.028389,0.015974,-84.513454,1,-0.001983
201 SIMPSON AVE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.008004,38.034376,0.016973,-84.514453,1,-0.008969
206 UNIVERSITY AVE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.012954,38.029426,0.015942,-84.513422,1,-0.002988
206 University Avenue,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.012954,38.029426,0.015942,-84.513422,1,-0.002988
211 EAST MAXWELL ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.001056,38.041324,0.001048,-84.498528,1,0.000008
211 MAXWELL STREET,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.002202,38.044582,0.004883,-84.502363,1,-0.007085
212 EAST MAXWELL STREET,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.001455,38.040925,0.001549,-84.499029,1,-0.000094
212 Floral Park,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.015785,38.026595,0.018481,-84.515961,1,-0.002696
213 State Street,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.01135,38.03103,0.0161,-84.51358,1,-0.00475
215 EAST MAXWELL ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.001073,38.041307,0.000872,-84.498352,1,0.000201
215 State Street,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.011314,38.031066,0.016265,-84.513745,1,-0.004951
217 State Street,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.011276,38.031104,0.016429,-84.513909,1,-0.005153
217 UNIVERSITY AVENUE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.012194,38.030186,0.01679,-84.51427,1,-0.004596
221 WESTWOOD CT,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.016637,38.025743,0.019738,-84.517218,1,-0.003101
223 KENTUCKY AVENUE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.007036,38.035344,-0.004089,-84.493391,1,0.011125
224 ARCADIA PARK,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.020413,38.021967,0.018674,-84.516154,1,0.001739
227 Forest Park,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.014162,38.028218,0.01763,-84.51511,1,-0.003468
232 Conn Terrace,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.010911,38.031469,0.016313,-84.513793,1,-0.005402
233 Forest Park,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.014052,38.028328,0.018123,-84.515603,1,-0.004071
236 UPPER ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.00393,38.04631,0.001659,-84.499139,1,-0.005589
249 ARLINGTON AVE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.003302,38.039078,-0.001915,-84.495565,1,0.005217
256 AVENUE OF CHAMPIONS,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.003826,38.038554,0.003146,-84.500626,1,0.00068
261 EAST MAXWELL ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.002224,38.040156,-0.000265,-84.497215,1,0.002489
265 AVENUE OF CHAMPIONS,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.00385,38.03853,0.002429,-84.499909,1,0.001421
265 EUCLID AVE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.007883,38.034497,-0.001461,-84.496019,1,0.009344
268 COLUMBIA TERRACE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.007081,38.035299,0.004778,-84.502258,1,0.002303
270 AYLESFORD PLACE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.004168,38.038212,-0.002007,-84.495473,1,0.006175
270 SOUTH LIMESTONE STREET,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.001178,38.043558,0.003029,-84.500509,1,-0.004207
271 East Maxwell ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.002324,38.040056,-0.000381,-84.497099,1,0.002705
271 KALMIA AVENUE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.00188,38.0405,-0.001312,-84.496168,1,0.003192
287 SOUTH LIMESTONE STREET,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.001266,38.043646,0.003822,-84.501302,1,-0.005088
289 SOUTH LIMESTONE ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.001257,38.043637,0.003929,-84.501409,1,-0.005186
300 Columbia Ave,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.012095,38.030285,-0.000632,-84.496848,1,0.012727
303 & 319 SOUTH LIMESTONE ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.596687,38.639067,-0.744031,-83.753449,1,0.147344
303 S LIMESTONE ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.000931,38.043311,0.004313,-84.501793,1,-0.005244
303 SOUTH LIMESTONE ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.000931,38.043311,0.004313,-84.501793,1,-0.005244
303 SOUTH LIMESTONE STREET,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.000931,38.043311,0.004313,-84.501793,1,-0.005244
304 FOREMAN AVENUE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.00239,38.03999,0.013224,-84.510704,1,-0.010834
307 EUCLID AVE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.007883,38.034497,-0.001461,-84.496019,1,0.009344
310 Hilltop Ave,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.009081,38.033299,0.0064,-84.50388,1,0.002681
310 ROSE LN,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.005482,38.036898,0.003418,-84.500898,1,0.002064
315 SOUTH LIMESTONE ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.000871,38.043251,0.004493,-84.501973,1,-0.005364
316 SCOTT ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.001592,38.040788,0.011616,-84.509096,1,-0.010024
316 SOUTH LIMESTONE STREET,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.00061,38.04299,0.004289,-84.501769,1,-0.004899
318 COLLEGE VIEW DR,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.003672,38.038708,0.001078,-84.498558,1,0.002594
319 COLUMBIA AVE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.006941,38.035439,0.004956,-84.502436,1,0.001985
319 SOUTH LIMESTONE ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.000779,38.043159,0.004625,-84.502105,1,-0.005404
319 SOUTH LIMESTONE STREET,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.000779,38.043159,0.004625,-84.502105,1,-0.005404
323 COLUMBIA AVENUE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.006997,38.035383,0.003898,-84.501378,1,0.003099
325 South Limestone,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.000629,38.043009,0.004741,-84.502221,1,-0.00537
325 SOUTH LIMESTONE ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.000629,38.043009,0.004741,-84.502221,1,-0.00537
325 SOUTH LIMESTONE STREET,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.000629,38.043009,0.004741,-84.502221,1,-0.00537
326 SOUTH  MLK BLVD,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.000724,38.041656,0.003072,-84.500552,1,-0.002348
328 TRANSYLVANIA PARK,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.006122,38.036258,-0.002162,-84.495318,1,0.008284
330 HILLTOP AVENUE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.009255,38.033125,0.006203,-84.503683,1,0.003052
333 S LIMESTONE ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.000495,38.042875,0.004829,-84.502309,1,-0.005324
333 SOUTH LIMESTONE STREET,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.000495,38.042875,0.004829,-84.502309,1,-0.005324
339 Oldham Avenue,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.008098,38.034282,-0.004253,-84.493227,1,0.012351
340 Huguelet Dr,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.009044,38.033336,0.008596,-84.506076,1,0.000448
341 S LIMESTONE ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.000358,38.042738,0.005134,-84.502614,1,-0.005492
341 SOUTH LIMESTONE ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.000358,38.042738,0.005134,-84.502614,1,-0.005492
342 ROSE ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.003636,38.038744,0.00095,-84.49843,1,0.002686
344 LEXINGTON AVE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.001867,38.040513,0.002919,-84.500399,1,-0.001052
344 S. Martin Luther King Blvd.,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.001082,38.041298,0.003493,-84.500973,1,-0.002411
355 SOUTH LIMESTONE ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.000093,38.042473,0.005592,-84.503072,1,-0.005685
357 S LIMESTONE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.000014,38.042366,0.005549,-84.503029,1,-0.005535
362 South Martin Luther King,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.001516,38.040864,0.003925,-84.501405,1,-0.002409
369 WOODLAND AVE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.007504,38.034876,-0.001937,-84.495543,1,0.009441
370 AYLESFORD PL,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.006021,38.036359,0.000084,-84.497564,1,0.005937
